GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ESJ001
"G550011011000","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Buffalo city","11000","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000005207","0000010125","Buffalo city","F","+44223518","-091869362","25",2.47
"G550011011025","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Buffalo town","11025","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000077318","0000011233","Buffalo town","A","+44089718","-091606626","43",2.79
"G550011012500","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Canton town","12500","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092758","0000000000","Canton town","A","+44554446","-091821603","43",3.03
"G550011016025","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Cochrane village","16025","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001873","0000000000","Cochrane village","F","+44228777","-091836599","47",2.33
"G550011017737","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Cross town","17737","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000097596","0000000022","Cross town","A","+44167792","-091641020","43",2.98
"G550011020575","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Dover town","20575","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093797","0000000000","Dover town","A","+44463819","-091591262","43",3.24
"G550011026850","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Fountain City city","26850","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000011539","0000002894","Fountain City city","F","+44119750","-091697773","25",2.24
"G550011029225","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Gilmanton town","29225","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093971","0000000020","Gilmanton town","A","+44468358","-091707330","43",2.90
"G550011029375","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Glencoe town","29375","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000115743","0000000000","Glencoe town","A","+44275206","-091594819","43",2.99
"G550011044300","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Lincoln town","44300","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000096474","0000000000","Lincoln town","A","+44343757","-091745754","43",2.72
"G550011050075","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Maxville town","50075","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000108859","0000001899","Maxville town","A","+44563430","-091969184","43",3.25
"G550011052175","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Milton town","52175","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000064877","0000011641","Milton town","A","+44174014","-091760881","43",2.88
"G550011053450","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Modena town","53450","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093456","0000000000","Modena town","A","+44468910","-091833205","43",2.69
"G550011053600","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Mondovi city","53600","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000008245","0000000078","Mondovi city","F","+44568901","-091669475","25",2.29
"G550011053625","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Mondovi town","53625","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000084666","0000000000","Mondovi town","A","+44549708","-091713620","43",3.15
"G550011053850","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Montana town","53850","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000122220","0000000000","Montana town","A","+44388326","-091610131","43",3.01
"G550011055450","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Naples town","55450","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092768","0000000053","Naples town","A","+44554495","-091586761","43",2.79
"G550011055950","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Nelson village","55950","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000003787","0000000034","Nelson village","F","+44423555","-092004870","47",2.17
"G550011055975","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Nelson town","55975","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000183011","0000017998","Nelson town","A","+44439120","-091972697","43",2.83
"G550011084325","1990","WI",,,,,,,,,,,,"99","Buffalo","011","Waumandee town","84325","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000113339","0000000055","Waumandee town","A","+44265862","-091703656","43",2.96
"G550013001900","1990","WI",,,,,,,,,,,,"99","Burnett","013","Anderson town","01900","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000162595","0000003110","Anderson town","A","+45699878","-092769763","43",2.53
"G550013008025","1990","WI",,,,,,,,,,,,"99","Burnett","013","Blaine town","08025","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000178295","0000003713","Blaine town","A","+46114400","-092176754","43",2.61
"G550013018750","1990","WI",,,,,,,,,,,,"99","Burnett","013","Daniels town","18750","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000087276","0000005419","Daniels town","A","+45771859","-092465974","43",2.35
"G550013019925","1990","WI",,,,,,,,,,,,"99","Burnett","013","Dewey town","19925","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000094045","0000001427","Dewey town","A","+45775300","-092083329","43",3.09
"G550013030450","1990","WI",,,,,,,,,,,,"99","Burnett","013","Grantsburg village","30450","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000007575","0000000044","Grantsburg village","F","+45780589","-092684514","47",2.33
"G550013030475","1990","WI",,,,,,,,,,,,"99","Burnett","013","Grantsburg town","30475","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092475","0000001938","Grantsburg town","A","+45766012","-092720810","43",2.90
"G550013037650","1990","WI",,,,,,,,,,,,"99","Burnett","013","Jackson town","37650","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000075462","0000015045","Jackson town","A","+45942271","-092219209","43",2.18
"G550013040975","1990","WI",,,,,,,,,,,,"99","Burnett","013","La Follette town","40975","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000095909","0000005262","La Follette town","A","+45772781","-092217537","43",2.38
"G550013044325","1990","WI",,,,,,,,,,,,"99","Burnett","013","Lincoln town","44325","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000090166","0000000962","Lincoln town","A","+45855858","-092469657","43",2.35
"G550013050650","1990","WI",,,,,,,,,,,,"99","Burnett","013","Meenon town","50650","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000082924","0000003539","Meenon town","A","+45854854","-092337539","43",2.43
"G550013059075","1990","WI",,,,,,,,,,,,"99","Burnett","013","Oakland town","59075","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000067313","0000017975","Oakland town","A","+45942873","-092344422","43",2.18
"G550013069325","1990","WI",,,,,,,,,,,,"99","Burnett","013","Roosevelt town","69325","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000090984","0000000574","Roosevelt town","A","+45684473","-092094750","43",2.61
"G550013070225","1990","WI",,,,,,,,,,,,"99","Burnett","013","Rusk town","70225","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000084480","0000005391","Rusk town","A","+45864054","-092086139","43",2.56
"G550013071450","1990","WI",,,,,,,,,,,,"99","Burnett","013","Sand Lake town","71450","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000084839","0000008917","Sand Lake town","A","+45861135","-092209074","43",2.61
"G550013072225","1990","WI",,,,,,,,,,,,"99","Burnett","013","Scott town","72225","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000071817","0000016779","Scott town","A","+45944201","-092088399","43",2.25
"G550013074175","1990","WI",,,,,,,,,,,,"99","Burnett","013","Siren village","74175","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002606","0000000058","Siren village","F","+45783685","-092379966","47",2.10
"G550013074200","1990","WI",,,,,,,,,,,,"99","Burnett","013","Siren town","74200","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000081648","0000011842","Siren town","A","+45769199","-092342009","43",2.63
"G550013078775","1990","WI",,,,,,,,,,,,"99","Burnett","013","Swiss town","78775","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000148783","0000008439","Swiss town","A","+46023567","-092289345","43",2.36
"G550013080375","1990","WI",,,,,,,,,,,,"99","Burnett","013","Trade Lake town","80375","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000084277","0000007736","Trade Lake town","A","+45685628","-092591077","43",2.61
"G550013081500","1990","WI",,,,,,,,,,,,"99","Burnett","013","Union town","81500","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000089335","0000008764","Union town","A","+45942160","-092477427","43",2.28
"G550013084975","1990","WI",,,,,,,,,,,,"99","Burnett","013","Webb Lake town","84975","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000082838","0000010862","Webb Lake town","A","+46032935","-092113091","43",1.92
"G550013085025","1990","WI",,,,,,,,,,,,"99","Burnett","013","Webster village","85025","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000004298","0000000000","Webster village","F","+45878571","-092361985","47",2.24
"G550013085850","1990","WI",,,,,,,,,,,,"99","Burnett","013","West Marshland town","85850","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000179611","0000010546","West Marshland town","A","+45865531","-092622615","43",2.71
"G550013088900","1990","WI",,,,,,,,,,,,"99","Burnett","013","Wood River town","88900","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000088256","0000004184","Wood River town","A","+45772186","-092587589","43",2.71
"G550015002375","1990","WI",,,,,,,,,,,,"99","Calumet","015","Appleton city","02375","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000005571","0000000000","Appleton city","F","+44236833","-088386150","25",2.95
"G550015009725","1990","WI",,,,,,,,,,,,"99","Calumet","015","Brillion city","09725","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000005922","0000000000","Brillion city","F","+44176919","-088069443","25",2.75
"G550015009750","1990","WI",,,,,,,,,,,,"99","Calumet","015","Brillion town","09750","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000087021","0000000089","Brillion town","A","+44196869","-088108126","43",3.04
"G550015010350","1990","WI",,,,,,,,,,,,"99","Calumet","015","Brothertown town","10350","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000095271","0000045768","Brothertown town","A","+43963019","-088276163","43",3.08
"G550015014000","1990","WI",,,,,,,,,,,,"99","Calumet","015","Charlestown town","14000","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000083098","0000000114","Charlestown town","A","+44017676","-088107378","43",3.06
"G550015014475","1990","WI",,,,,,,,,,,,"99","Calumet","015","Chilton city","14475","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000009329","0000000044","Chilton city","F","+44029557","-088164517","25",2.53
"G550015014500","1990","WI",,,,,,,,,,,,"99","Calumet","015","Chilton town","14500","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000084253","0000000000","Chilton town","A","+44065729","-088193348","43",3.28
"G550015032800","1990","WI",,,,,,,,,,,,"99","Calumet","015","Harrison town","32800","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000092097","0000067137","Harrison town","A","+44191700","-088318543","43",3.02
"G550015034575","1990","WI",,,,,,,,,,,,"99","Calumet","015","Hilbert village","34575","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000002630","0000000000","Hilbert village","F","+44140050","-088159149","47",2.59
"G550015039525","1990","WI",,,,,,,,,,,,"99","Calumet","015","Kiel city","39525","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000000861","0000000000","Kiel city","F","+43914733","-088044436","25",2.98
"G550015050825","1990","WI",,,,,,,,,,,,"99","Calumet","015","Menasha city","50825","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000000756","0000000000","Menasha city","F","+44221967","-088400104","25",3.04
"G550015056800","1990","WI",,,,,,,,,,,,"99","Calumet","015","New Holstein city","56800","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000005332","0000000000","New Holstein city","F","+43949283","-088094767","25",2.63
"G550015056825","1990","WI",,,,,,,,,,,,"99","Calumet","015","New Holstein town","56825","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000083390","0000000210","New Holstein town","A","+43934923","-088102901","43",3.07
"G550015064675","1990","WI",,,,,,,,,,,,"99","Calumet","015","Potter village","64675","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000001367","0000000000","Potter village","F","+44119609","-088097741","47",2.77
"G550015066275","1990","WI",,,,,,,,,,,,"99","Calumet","015","Rantoul town","66275","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000084022","0000000368","Rantoul town","A","+44110318","-088099901","43",3.59
"G550015073525","1990","WI",,,,,,,,,,,,"99","Calumet","015","Sherwood village","73525","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000006317","0000000023","Sherwood village","F","+44173550","-088275151","47",2.76
"G550015077400","1990","WI",,,,,,,,,,,,"99","Calumet","015","Stockbridge village","77400","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000008159","0000000005","Stockbridge village","F","+44074038","-088315999","47",2.69
"G550015077425","1990","WI",,,,,,,,,,,,"99","Calumet","015","Stockbridge town","77425","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000087492","0000086164","Stockbridge town","A","+44058057","-088318850","43",3.01
"G550015089000","1990","WI",,,,,,,,,,,,"99","Calumet","015","Woodville town","89000","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000085564","0000000000","Woodville town","A","+44179533","-088206100","43",3.47
"G550017002175","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Anson town","02175","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000096936","0000005493","Anson town","A","+45020549","-091269718","43",2.85
"G550017003075","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Arthur town","03075","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000111167","0000000402","Arthur town","A","+45071822","-091154870","43",3.06
"G550017003725","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Auburn town","03725","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000092535","0000000000","Auburn town","A","+45159500","-091605299","43",3.16
"G550017007525","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Birch Creek town","07525","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000115450","0000005369","Birch Creek town","A","+45238485","-091221238","43",2.59
"G550017008225","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Bloomer city","08225","C5","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000006286","0000000154","Bloomer city","F","+45102493","-091490800","25",2.37
"G550017008250","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Bloomer town","08250","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000121898","0000001905","Bloomer town","A","+45167148","-091457299","43",3.11
"G550017009075","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Boyd village","09075","C5","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000004791","0000000000","Boyd village","F","+44953511","-091040150","47",2.68
"G550017011750","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Cadott village","11750","C5","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000007467","0000000066","Cadott village","F","+44951169","-091151195","47",2.55
"G550017014575","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Chippewa Falls city","14575","C5","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000025457","0000001654","Chippewa Falls city","F","+44932550","-091391211","25",2.34
"G550017015350","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Cleveland town","15350","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000140220","0000005760","Cleveland town","A","+45158085","-091278943","43",3.00
"G550017016125","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Colburn town","16125","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000168473","0000003465","Colburn town","A","+45091594","-091006925","43",3.10
"G550017016800","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Cooks Valley town","16800","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000088815","0000000030","Cooks Valley town","A","+45077490","-091583035","43",3.47
"G550017017100","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Cornell city","17100","C5","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000009196","0000001332","Cornell city","F","+45162463","-091152300","25",2.54
"G550017019625","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Delmar town","19625","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000112627","0000000057","Delmar town","A","+44980590","-091014478","43",3.26
"G550017021600","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Eagle Point town","21600","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000160817","0000013186","Eagle Point town","A","+45042494","-091337725","43",2.92
"G550017022300","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Eau Claire city","22300","C5","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000009317","0000000225","Eau Claire city","F","+44866800","-091471682","25",3.01
"G550017022750","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Edson town","22750","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000139741","0000000049","Edson town","A","+44895970","-091022094","43",3.26
"G550017024375","1990","WI",,,,,,,,,,,,"99","Chippewa","017","Estella town","24375","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000082407","0000001231","Estella town","A","+45156098","-091118403","43",2.92
